44
31
216
150
216
49
32
16
230
29
216
21
52
216
52
216
216
52
52
216
52
44
20
216
52
216
180
216
20
22
32
150
32
90
32
22
216
22
22
210
44
52
228
32
20
20
21
228
16
29
210
38
49
16
90
52
180
32
22
31
52
228
22
22
29
32
32
49
29
90
22
49
22
210
90
52
44
29
