(2082638, 0.22388453625834517)
(1546611, 0.066050746880612882)
(1433081, 0.05461522991420957)
(1721780, 0.05075564781851969)
(2272182, 0.050721590683629969)
(1488901, 0.045157603009078916)
(2126585, 0.039386852480672474)
(427492, 0.021051143075549842)
(1063041, 0.018657888478058739)
(1771743, 0.017794405099128056)
(1707300, 0.010897260939929465)
(821684, 0.009921809242266837)
(356965, 0.0050707180772855886)
